experiment_id|username|resources|labels|slots|start_time|training_time_sec
414|determined|""""""||1|2020-11-14 00:57:23.950158+00|142.798665
415|determined|""""""||1|2020-11-14 01:00:33.301645+00|45.347838
416|determined|""""""||1|2020-11-14 01:04:37.753322+00|68.696947
417|determined|""""""||1|2020-11-14 01:18:41.24028+00|20.723283
418|determined|""""""||1|2020-11-14 01:22:00.598821+00|21.151097
419|determined|""""""||1|2020-11-14 01:23:09.096466+00|24.963593
420|determined|""""""||1|2020-11-14 01:23:28.411073+00|27.314884
421|determined|""""""||1|2020-11-14 01:24:17.963189+00|44.929075
422|determined|""""""||1|2020-11-14 01:26:38.981711+00|62.597874
423|determined|""""""||1|2020-11-14 01:30:19.760864+00|21.499184
424|determined|""""""||1|2020-11-14 01:31:25.359747+00|25.573283
425|determined|""""""||1|2020-11-14 01:32:30.913435+00|231.746819
426|determined|""""""||1|2020-11-14 01:37:01.77902+00|38.635413
427|determined|""""""||1|2020-11-14 01:38:31.868746+00|20.593302
428|determined|""""""||1|2020-11-14 01:43:34.614032+00|44.333958
429|determined|""""""||1|2020-11-14 01:45:20.110608+00|28.473664
430|determined|""""""||1|2020-11-14 01:46:08.941768+00|27.502306
431|determined|""""""||1|2020-11-14 01:47:40.712257+00|10.366915
432|determined|""""""||1|2020-11-14 01:48:22.117781+00|24.554069
433|determined|""""""||1|2020-11-14 01:50:28.040208+00|10.487807
434|determined|""""""||1|2020-11-14 01:51:45.480388+00|26.437209
435|determined|""""""||1|2020-11-14 01:53:59.660957+00|31.220743
436|determined|""""""||1|2020-11-14 01:56:02.252457+00|11.889793
437|determined|""""""||1|2020-11-14 01:56:45.947544+00|10.450678
438|determined|""""""||1|2020-11-14 01:57:36.866457+00|23.503866
439|determined|""""""||1|2020-11-14 01:58:37.108884+00|63.599401
471|determined|""""""||1|2020-11-14 02:03:55.253072+00|29.343372
472|determined|""""""||1|2020-11-14 02:15:15.456993+00|26.301842
473|determined|""""""||1|2020-11-14 02:16:02.29961+00|490.725061
474|determined|""""""||1|2020-11-15 21:12:16.245146+00|44.840299
475|determined|""""""||1|2020-11-15 21:19:11.524266+00|124.212668
476|determined|""""""||1|2020-11-15 21:21:38.237382+00|25.672897
477|determined|""""""||1|2020-11-15 21:23:25.230676+00|35.409084
478|determined|""""""||1|2020-11-15 21:24:58.080433+00|39.900624
479|determined|""""""||1|2020-11-15 21:26:41.952922+00|42.908707
480|determined|""""""||1|2020-11-15 21:28:04.222691+00|1.808776
481|determined|""""""||1|2020-11-15 21:30:23.212456+00|3.080908
482|determined|""""""||1|2020-11-15 21:34:01.746534+00|250.169736
483|determined|""""""||1|2020-11-15 21:35:10.075464+00|8.902581
484|determined|""""""||1|2020-11-15 21:39:06.181152+00|40.041884
485|determined|""""""||1|2020-11-15 21:40:28.289453+00|39.100801
486|determined|""""""||1|2020-11-15 21:41:51.836688+00|38.799961
487|determined|""""""||1|2020-11-15 21:43:47.482522+00|38.188979
488|determined|""""""||1|2020-11-15 21:45:00.75068+00|39.487251
489|determined|""""""||1|2020-11-15 21:46:47.592091+00|38.882042
490|determined|""""""||1|2020-11-15 21:49:12.498797+00|24.475457
491|determined|""""""||1|2020-11-15 21:50:17.877704+00|23.730593
492|determined|""""""||1|2020-11-15 21:51:38.213756+00|23.669232
493|determined|""""""||1|2020-11-15 21:52:39.446392+00|43.563875
494|determined|""""""||1|2020-11-15 21:55:33.796733+00|40.905447
495|determined|""""""||1|2020-11-15 21:58:00.768406+00|37.590699
496|determined|""""""||1|2020-11-15 22:00:13.119554+00|39.486174
497|determined|""""""||1|2020-11-15 22:01:48.632031+00|48.256039
498|determined|""""""||1|2020-11-15 22:03:16.973324+00|39.167655
499|determined|""""""||1|2020-11-15 22:05:01.458805+00|42.121109
500|determined|""""""||1|2020-11-15 22:06:15.61787+00|39.571146
501|determined|""""""||1|2020-11-15 22:14:17.361752+00|36.101764
502|determined|""""""||1|2020-11-15 22:18:18.157218+00|0
503|determined|""""""||1|2020-11-15 22:20:11.205916+00|20.340323
504|determined|""""""||1|2020-11-15 22:21:10.206662+00|20.122011
505|determined|""""""||1|2020-11-15 22:21:50.509209+00|48.101562
506|determined|""""""||1|2020-11-15 22:24:58.866342+00|53.793113
507|determined|""""""||1|2020-11-15 22:26:01.589574+00|45.353966
508|determined|""""""||1|2020-11-15 22:29:08.158018+00|163.600773
509|determined|""""""||1|2020-11-15 22:36:27.986499+00|47.993898
510|determined|""""""||1|2020-11-15 22:37:42.222793+00|75.579395
511|determined|""""""||4|2020-11-15 22:43:33.828305+00|27.135277
512|determined|""""""||4|2020-11-15 22:44:49.293691+00|64.611453
513|determined|""""""||4|2020-11-15 23:05:20.974039+00|96.596661
514|determined|""""""||1|2020-11-15 23:06:34.232117+00|154.997243
515|determined|""""""||1|2020-11-15 23:10:44.694141+00|159.42265
516|determined|""""""||4|2020-11-15 23:19:36.119788+00|110.735194
517|determined|""""""||4|2020-11-15 23:22:09.10243+00|9516.027535
518|determined|""""""||4|2020-11-16 05:42:22.768958+00|9443.578795
519|determined|""""""||1|2020-11-16 10:05:22.866003+00|45.663526
520|determined|""""""||1|2020-11-16 10:06:30.694572+00|45.168196
521|determined|""""""||1|2020-11-16 10:09:45.059899+00|54.21404
522|determined|""""""||1|2020-11-16 10:10:01.534544+00|59.307264
523|determined|""""""||1|2020-11-16 10:11:00.879031+00|44.155142
524|determined|""""""||1|2020-11-16 10:12:44.576455+00|49.882754
525|determined|""""""||1|2020-11-16 10:16:17.039851+00|44.653198
526|determined|""""""||1|2020-11-16 10:22:46.560935+00|53.022203
527|determined|""""""||1|2020-11-16 10:23:53.359346+00|45.756261
528|determined|""""""||1|2020-11-16 10:32:16.710887+00|47.611909
529|determined|""""""||4|2020-11-16 10:34:03.441788+00|132.092051
530|determined|""""""||4|2020-11-16 10:37:09.016091+00|60.383551
531|determined|""""""||4|2020-11-16 11:04:14.843829+00|1610.812531
532|determined|""""""||4|2020-11-16 17:05:44.198439+00|92.871824
533|determined|""""""||1|2020-11-16 17:07:16.846536+00|48.811513
534|determined|""""""||1|2020-11-16 17:31:18.451474+00|0
535|determined|""""""||4|2020-11-16 17:31:21.421418+00|9676.69961
536|determined|""""""||1|2020-11-16 20:41:36.070448+00|21.28369
537|determined|""""""||1|2020-11-16 20:45:13.902039+00|20.563625
538|determined|""""""||4|2020-11-16 20:56:51.248281+00|17.223638
539|determined|""""""||1|2020-11-16 21:01:39.887168+00|22.864169
540|determined|""""""||1|2020-11-16 21:03:27.776105+00|22.52488
541|determined|""""""||1|2020-11-16 21:09:48.854368+00|170.070961
542|determined|""""""||1|2020-11-16 21:14:34.262039+00|153.725627
543|determined|""""""||1|2020-11-16 21:29:04.361277+00|27.757562
544|determined|""""""||1|2020-11-16 21:31:49.589419+00|45.470514
545|determined|""""""||1|2020-11-16 21:35:10.550614+00|45.069917
546|determined|""""""||1|2020-11-16 21:41:36.805809+00|44.328796
547|determined|""""""||4|2020-11-16 21:50:03.799902+00|0
548|determined|""""""||4|2020-11-16 21:51:10.753444+00|0
549|determined|""""""||4|2020-11-16 21:51:49.995549+00|2238.184368
550|determined|""""""|"[""main to use""]"|4|2020-11-16 22:32:33.543962+00|10050.288307
551|determined|""""""||1|2020-11-16 23:56:20.723901+00|223.330334
552|determined|""""""||4|2020-11-17 02:33:02.675528+00|21.843922
553|determined|""""""||4|2020-11-17 02:38:55.16426+00|0
554|determined|""""""|"[""main to use""]"|4|2020-11-17 02:41:38.904522+00|21.730976
555|determined|""""""|"[""main to use""]"|4|2020-11-17 02:42:28.337681+00|21.744049
556|determined|""""""|"[""main to use""]"|4|2020-11-17 02:42:56.760201+00|1623.792439
557|determined|""""""|"[""main to use""]"|4|2020-11-17 03:14:09.768099+00|21.966186
558|determined|""""""|"[""main to use""]"|4|2020-11-17 03:14:35.31099+00|21.766686
559|determined|""""""|"[""main to use""]"|4|2020-11-17 03:15:04.772032+00|21.955401
560|determined|""""""|"[""main to use""]"|4|2020-11-17 03:16:38.684993+00|21.755895
561|determined|""""""||4|2020-11-17 03:16:57.170168+00|1647.016476
562|determined|""""""||4|2020-11-17 03:53:46.27034+00|21.891932
563|determined|""""""|"[""main to use"", ""bad model / data""]"|4|2020-11-17 03:53:59.446662+00|1619.522332
564|determined|""""""||1|2020-11-17 04:30:15.271824+00|38.593853
565|determined|""""""||1|2020-11-17 04:31:13.81916+00|27.60741
566|determined|""""""||1|2020-11-17 04:34:47.41297+00|59.036471
567|determined|""""""||1|2020-11-17 04:36:48.909129+00|31.576226
568|determined|""""""||1|2020-11-17 04:37:55.809389+00|44.5637
569|determined|""""""||1|2020-11-17 04:40:54.191315+00|60.05261
570|determined|""""""||1|2020-11-17 04:42:17.562486+00|70.691325
571|determined|""""""||1|2020-11-17 04:47:14.780106+00|45.348747
572|determined|""""""||1|2020-11-17 04:52:41.579526+00|44.955644
573|determined|""""""||1|2020-11-17 04:56:01.239696+00|52.946426
574|determined|""""""||1|2020-11-17 05:01:06.79923+00|44.769786
575|determined|""""""||1|2020-11-17 05:12:47.233053+00|45.419247
576|determined|""""""||1|2020-11-17 05:36:14.543937+00|53.221555
577|determined|""""""||1|2020-11-17 05:44:37.902277+00|50.797732
578|determined|""""""||1|2020-11-17 05:48:08.489508+00|49.329058
579|determined|""""""||1|2020-11-17 05:51:57.070105+00|44.133183
580|determined|""""""||1|2020-11-17 06:20:14.423197+00|0
581|determined|""""""|"[""false""]"|1|2020-11-17 06:20:59.753385+00|24.145844
582|determined|""""""||1|2020-11-17 06:21:09.919455+00|24.739741
583|determined|""""""||1|2020-11-17 06:22:22.374156+00|52.532854
584|determined|""""""||1|2020-11-17 06:22:28.871255+00|44.72026
585|determined|""""""||1|2020-11-17 06:25:01.196033+00|260.640755
586|determined|""""""||1|2020-11-17 06:25:15.05705+00|246.540029
587|determined|""""""||1|2020-11-17 06:33:23.151706+00|44.983966
588|determined|""""""||1|2020-11-17 06:35:06.489104+00|43.912858
589|determined|""""""||1|2020-11-17 06:45:11.375082+00|45.121546
590|determined|""""""||1|2020-11-17 06:54:12.036185+00|50.784593
591|determined|""""""||1|2020-11-17 07:08:57.728112+00|51.100075
592|determined|""""""||1|2020-11-17 07:09:58.680887+00|43.730948
593|determined|""""""||4|2020-11-17 07:12:35.491945+00|5930.403279
594|determined|""""""||4|2020-11-17 10:31:20.29966+00|45.557143
595|determined|""""""||1|2020-11-17 10:35:32.786705+00|19.697006
596|determined|""""""||1|2020-11-17 10:36:13.782854+00|19.669798
597|determined|""""""||1|2020-11-17 10:37:37.001987+00|49.413296
598|determined|""""""||1|2020-11-17 10:51:09.249753+00|57.761071
599|determined|""""""||1|2020-11-17 10:52:33.95969+00|51.044339
600|determined|""""""||1|2020-11-17 10:53:59.353306+00|45.266229
601|determined|""""""||1|2020-11-17 10:55:35.824388+00|108.788294
602|determined|""""""||1|2020-11-17 11:01:35.257028+00|127.738761
603|determined|""""""||1|2020-11-17 11:06:08.239007+00|0
604|determined|""""""||4|2020-11-17 11:09:10.240652+00|9448.522279
605|determined|""""""||4|2020-11-17 18:23:26.701822+00|41.422907
606|determined|""""""||4|2020-11-17 19:28:31.538493+00|42.203057
607|determined|""""""||4|2020-11-17 20:20:37.625923+00|41.370476
608|determined|""""""||4|2020-11-17 20:21:32.514081+00|66.67611
609|determined|""""""||4|2020-11-17 20:24:10.794902+00|69.473103
610|determined|""""""|"[""best""]"|4|2020-11-17 20:25:51.120316+00|19678.930996
611|determined|""""""||4|2020-11-19 00:45:56.436195+00|0
612|determined|""""""||4|2020-11-19 00:47:07.206113+00|41.575968
613|determined|""""""||4|2020-11-19 00:48:26.104217+00|111.750409
614|determined|""""""||4|2020-11-19 00:51:58.589634+00|134.103799
615|determined|""""""||4|2020-11-19 00:55:13.885606+00|108.378362
616|determined|""""""||4|2020-11-19 01:05:11.369219+00|123.238701
617|determined|""""""||4|2020-11-19 01:08:38.974285+00|126.506187
618|determined|""""""||4|2020-11-19 01:12:03.806033+00|117.029759
619|determined|""""""||4|2020-11-19 01:17:51.903236+00|113.090893
620|determined|""""""||4|2020-11-19 01:21:21.835646+00|117.083564
621|determined|""""""||4|2020-11-19 01:24:09.868008+00|111.946104
622|determined|""""""||4|2020-11-19 01:38:09.651396+00|117.027182
623|determined|""""""||4|2020-11-19 01:42:06.874525+00|112.719691
624|determined|""""""||4|2020-11-19 01:48:59.124437+00|110.965577
625|determined|""""""||4|2020-11-19 01:52:31.515814+00|110.405716
626|determined|""""""||4|2020-11-19 02:56:01.629661+00|41.66077
627|determined|""""""||4|2020-11-19 02:57:30.723577+00|0
628|determined|""""""||4|2020-11-19 02:58:03.920206+00|41.68085
629|determined|""""""||4|2020-11-19 03:03:19.412765+00|40.532857
630|determined|""""""||4|2020-11-19 03:04:14.36597+00|62.46027
631|determined|""""""||4|2020-11-19 03:07:03.245956+00|63.703499
632|determined|""""""||4|2020-11-19 03:10:08.39096+00|61.565991
633|determined|""""""||4|2020-11-19 03:18:47.952225+00|65.805301
634|determined|""""""||4|2020-11-19 03:28:17.375158+00|62.847979
635|determined|""""""||4|2020-11-19 03:32:51.457611+00|60.171824
636|determined|""""""||4|2020-11-19 03:36:16.542821+00|61.864561
637|determined|""""""||4|2020-11-19 07:33:28.064756+00|59.385612
638|determined|""""""||4|2020-11-19 07:34:56.186337+00|61.161925
639|determined|""""""||4|2020-11-19 07:43:34.048266+00|63.882515
640|determined|""""""||4|2020-11-19 07:45:32.198026+00|59.340276
641|determined|""""""||4|2020-11-19 07:52:17.27584+00|61.197918
642|determined|""""""||4|2020-11-19 07:56:27.018844+00|41.087731
643|determined|""""""||1|2020-11-19 07:59:04.776802+00|28.300509
644|determined|""""""||1|2020-11-19 08:01:23.868396+00|28.256651
645|determined|""""""||1|2020-11-19 08:03:09.564192+00|28.123656
646|determined|""""""||4|2020-11-19 08:56:02.01498+00|41.672452
647|determined|""""""||4|2020-11-19 08:57:12.761413+00|41.00319
648|determined|""""""||4|2020-11-19 09:04:58.498319+00|62.972252
649|determined|""""""||4|2020-11-19 09:19:43.379222+00|65.330475
650|determined|""""""||4|2020-11-19 09:42:27.467371+00|64.947853
651|determined|""""""||4|2020-11-19 18:35:34.743823+00|73.963347
652|determined|""""""||2|2020-11-19 18:40:17.600825+00|59.367654
653|determined|""""""||2|2020-11-19 19:06:36.451576+00|25.659113
654|determined|""""""||2|2020-11-19 19:07:19.828706+00|27.491175
655|determined|""""""||2|2020-11-19 19:20:31.923112+00|58.4147
656|determined|""""""||2|2020-11-19 22:19:46.653579+00|267.70323
657|determined|""""""||2|2020-11-19 22:25:44.122286+00|4.248551
658|determined|""""""||2|2020-11-20 01:36:28.234948+00|309.106754
659|determined|""""""||2|2020-11-20 04:14:12.962402+00|4.354423
660|determined|""""""||2|2020-11-20 04:15:41.525772+00|4.286583
661|determined|""""""||2|2020-11-20 04:15:43.20466+00|5.756103
662|determined|""""""||4|2020-11-20 04:16:21.962026+00|4.241039
663|determined|""""""||4|2020-11-20 04:16:23.851505+00|77.11612
664|determined|""""""||1|2020-11-20 05:15:03.590167+00|45.591722
665|determined|""""""||1|2020-11-20 05:16:36.798285+00|927.158679
666|determined|""""""||1|2020-11-20 05:33:04.057709+00|2245.41368
667|determined|""""""||1|2020-11-20 06:17:46.82583+00|46.151968
668|determined|""""""||1|2020-11-20 06:24:14.316243+00|30.998593
669|determined|""""""||1|2020-11-20 06:38:10.777396+00|0
670|determined|""""""||1|2020-11-20 06:38:46.468198+00|49.84417
671|determined|""""""||1|2020-11-20 06:43:37.427882+00|29.857774
672|determined|""""""||1|2020-11-20 06:48:43.632867+00|19.641452
673|determined|""""""||1|2020-11-20 06:49:33.687357+00|62.586888
674|determined|""""""||1|2020-11-20 06:50:55.270788+00|3031.585104
675|determined|""""""||1|2020-11-20 07:31:19.051787+00|1041.770761
676|determined|""""""||4|2020-11-20 07:40:08.184495+00|910.585915
677|determined|""""""||4|2020-11-20 07:55:16.836681+00|986.928784
678|determined|""""""||4|2020-11-20 08:43:59.64928+00|28794.518073
679|determined|""""""||4|2020-11-20 10:45:03.43701+00|42.48773
680|determined|""""""||1|2020-11-20 10:51:39.699934+00|66.862481
681|determined|""""""||1|2020-11-20 10:53:18.791986+00|174.296653
682|determined|""""""||1|2020-11-20 10:56:47.849518+00|0
683|determined|""""""||1|2020-11-20 10:58:52.553041+00|160.692438
684|determined|""""""||1|2020-11-20 11:02:27.855637+00|63.655961
685|determined|""""""||4|2020-11-20 11:04:25.405183+00|79.743662
686|determined|""""""||4|2020-11-20 11:06:09.846782+00|0
687|determined|""""""||4|2020-11-20 11:10:06.480639+00|81.303279
688|determined|""""""||4|2020-11-20 11:12:03.840345+00|0
689|determined|""""""||4|2020-11-20 11:14:49.04771+00|35245.832902
690|determined|""""""||1|2020-11-20 18:37:45.063205+00|141.353958
691|determined|""""""||4|2020-11-20 18:44:50.179575+00|0
692|determined|""""""||4|2020-11-20 21:29:02.185512+00|28.32619
693|determined|""""""||4|2020-11-20 21:40:00.261294+00|41.731346
694|determined|""""""||4|2020-11-20 21:41:02.705652+00|41.1512
695|determined|""""""||4|2020-11-20 21:43:23.371029+00|41.281144
696|determined|""""""||4|2020-11-20 21:45:51.99852+00|41.496585
697|determined|""""""||4|2020-11-20 21:51:28.797598+00|41.920706
698|determined|""""""||4|2020-11-20 21:57:10.053025+00|586.520061
699|determined|""""""||1|2020-11-20 22:03:16.148842+00|331.469796
700|determined|""""""|"[""dtrain=slots""]"|4|2020-11-20 22:08:49.574995+00|8495.107387
701|determined|""""""||1|2020-11-20 22:11:34.854212+00|57.667602
702|determined|""""""||1|2020-11-20 23:00:48.073019+00|52.186423
703|determined|""""""||1|2020-11-20 23:01:59.756868+00|52.869382
704|determined|""""""||1|2020-11-21 00:28:57.998608+00|338.581753
705|determined|""""""||1|2020-11-21 00:34:53.49323+00|341.974693
706|angela|""""""||4|2020-11-21 01:15:55.162748+00|917.12223
707|angela|""""""||4|2020-11-21 01:18:35.271331+00|773.406687
708|angela|""""""||4|2020-11-21 01:32:15.563211+00|35520.020766
709|angela|""""""||2|2020-11-21 01:38:04.621329+00|20892.868788
710|determined|""""""||2|2020-11-21 09:41:03.127996+00|214750.467616
711|determined|""""""|"[""good, but stopped training due to scale loss""]"|4|2020-11-21 19:23:57.885791+00|103226.562427
712|determined|""""""||2|2020-11-23 05:34:15.946449+00|119.212344
713|determined|""""""||4|2020-11-23 05:37:23.822333+00|13165.284149
714|determined|""""""||4|2020-11-23 09:39:15.671153+00|0
715|determined|""""""||4|2020-11-23 09:41:05.632693+00|856516.037033
716|determined|""""""||4|2020-11-29 01:13:11.468892+00|15790.807644
717|determined|""""""||1|2020-11-29 03:40:33.766045+00|28.378146
718|determined|""""""||1|2020-11-29 03:41:06.795527+00|25.581586
719|determined|""""""||1|2020-11-29 03:42:46.631116+00|26.797501
720|determined|""""""||1|2020-11-29 03:43:49.91054+00|28.334678
721|determined|""""""||1|2020-11-29 03:44:24.681305+00|28.06718
722|determined|""""""||1|2020-11-29 03:44:52.083515+00|30.290374
723|determined|""""""||1|2020-11-29 03:45:31.207636+00|0.023604
724|determined|""""""||1|2020-11-29 03:46:04.402433+00|28.613578
725|determined|""""""||1|2020-11-29 03:46:29.764954+00|23.289123
726|determined|""""""||1|2020-11-29 03:46:56.710812+00|0
727|determined|""""""||1|2020-11-29 03:47:13.743676+00|22.878448
728|determined|""""""||4|2020-11-29 03:48:47.749991+00|0
729|determined|""""""||4|2020-11-29 03:49:36.249774+00|36332.199518
730|determined|""""""||1|2020-11-29 09:34:18.84176+00|0
731|determined|""""""||1|2020-11-29 09:34:40.415296+00|1554749.643323
