master_id,master_version,user_id
c16cc38c-d118-464d-a6fd-2be7bae632eb,0.13.13,bd52124c-fc3a-412e-bedc-63a5fda3fbac
456e3f00-a917-4260-aee3-58122a0e6ab9,0.14.1,9a18e19b-649d-4395-9b4e-05c8ccac2beb
0e93ca32-9e80-4515-9bc8-13c3bdb89757,0.13.10,dede3bf5-312b-40dd-8170-c610a32f4789
e4ca9da7-15e7-4ac3-8740-c42826aca355,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
a2b95c09-ddaa-4191-8ee9-cb9e7902ceda,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
71a4656e-4f5d-4a79-8b43-1c20637f23bf,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
29462725-bae2-47be-b7e2-1414560bb5ac,0.13.10,e16cb7f9-6bd2-4469-b064-20cc1fd2b1f0
f3a20bd7-7293-407a-a38f-a32b5fdaca95,0.13.13,f5ea22ac-66d2-442d-a767-ae0b7358261b
f5f1d06d-a447-432b-883d-f8a89cab51e5,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
e9ef4ea5-16a0-433c-be63-9c22eb9cd5c1,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
7db68cbb-03e9-4edb-8bbb-22e7dcef6e32,0.13.13,4d23300b-69ca-4f33-83fc-d36d69ec23b8
815d2600-ed56-475c-b35b-3507eb9328ff,0.13.5rc0,0330827c-3c06-4165-805b-23de5765e50b
05372331-89af-4204-ae7b-431384521a3d,0.13.8,90b37aea-7c08-4b11-8063-967d4eb56338
42d4cb3c-f406-4d9d-8950-8bffbac1c2e8,0.13.13,f5ea22ac-66d2-442d-a767-ae0b7358261b
55c88bb5-84c8-43c3-bc09-6c8fcd7ebe56,0.13.13,ae75ce27-251a-47a0-9b40-f9d515a21232
7729de34-c9c8-4179-8549-a59b19159bcb,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
0f07b3de-68d4-46a0-857a-e55de301b85e,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
83f8a316-72bf-4fc0-bbe6-f0026c44dfb9,0.14.0rc3,95638e69-5a42-44f9-9520-b587d4d8e353
4f8f8552-bf09-4306-aa16-502e63c17aad,0.13.13,e693a9eb-a40a-4616-a98a-0f1330254938
68412eb9-c29d-4ba9-96ca-5201a494f87e,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
652ee6a5-f6d7-4d38-b895-e665dea960aa,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
a0631945-2e61-40aa-90e8-744f1bbf8789,0.13.13,83bb9667-b5f3-4632-b5d2-0331293fa17c
735e8bdf-9a1e-4edc-8a98-03c4ba32f18b,0.13.13,fb48f5f1-6a88-4024-8933-0e00b8e2b90c
70b106d9-3aaa-4525-bd07-8f4bef4b93bd,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
3b18bc57-ebbb-4f4f-9cdd-25ccff689137,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
01ed3398-176e-440b-a8d9-1af22e547187,0.13.12,bd52124c-fc3a-412e-bedc-63a5fda3fbac
29c2b6aa-ee72-4b7c-8f71-2f338508c4eb,0.13.13,71775f80-c78a-474f-8e46-3569cd5c1d80
8bf6e5c3-ff57-4bf6-8403-8224f4749031,0.13.11,d2487419-00ea-4e50-8969-f906695a6589
0615d663-3e90-4680-a32d-589e8d043fde,0.13.0,3504230e-bc77-43fd-89b5-66a04e9f9669
6fa64a29-d5b7-4e86-9a3d-287b2737a6a5,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
8eedef73-bb09-4a89-948b-682878cdf26b,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
13b3b579-13f6-48c1-bc41-1c508ab0425f,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
114cab0a-3e8c-4e70-9469-bf75bc3c55fb,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
98ce2967-4d75-40c4-949a-8dad8e2d6e76,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
88e9b8c4-5e34-4e1b-98dc-7ac54621dd3c,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
fbd8be66-00a3-4da5-93dd-9434ae8388a2,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
f4f754b2-5939-49d1-a264-b15234372450,0.13.13,d703320e-3b97-48c1-bfe2-abd846a514ab
6e69f59f-81bc-44dd-98dd-8a15043104df,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
1b98bcb6-84a0-42da-b323-8beb16ed316d,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
8b9fb138-8781-4b55-8b7b-290a2aa5a430,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
d90a6306-294f-44c8-8540-6db869551542,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
a4442fd2-4def-4aa4-a77b-6e5b511c09f8,0.13.6,5677231d-da1e-422b-8631-1d9162a8c7e3
a6f28118-32d6-48f5-b8a3-98bb47d14401,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
54f76235-4619-46d0-b398-bd1d6c3ffaeb,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
5e48bb63-b4e3-4008-9bae-5f3bd64c7c6e,0.13.5rc0,0330827c-3c06-4165-805b-23de5765e50b
d186f63f-8cd2-41c1-a6b2-b1d50bbefb38,0.14.0rc2,9ddb0d04-a559-4c62-9bac-72f3f7e487c1
a045539d-3336-4797-ad5c-4f00dea817f4,0.13.13,fb48f5f1-6a88-4024-8933-0e00b8e2b90c
33ea5394-6ca6-4aeb-830e-e469d1942a03,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
2e984486-275a-4595-b222-fc23e1fc7e09,0.14.0rc2,9ddb0d04-a559-4c62-9bac-72f3f7e487c1
8344c550-ec5a-4d81-aa77-72f068c094ff,0.13.10,e16cb7f9-6bd2-4469-b064-20cc1fd2b1f0
10af089f-eec2-4d7b-9795-f0cb3e586332,0.14.0rc2,9ddb0d04-a559-4c62-9bac-72f3f7e487c1
2c448dfe-e9e2-4fe9-b8eb-1960f9e2b5d6,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
b39f0839-8b7d-41b5-beb1-80c2d35bb2e1,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
a645cc9b-3939-48ac-9ab4-fbaf2ca88e24,0.13.12,160c0588-6a64-47be-b472-1599061290b1
5118efd4-0c5d-455c-b5a7-1fdbb5e5966b,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
abb295cf-9bce-43dd-93ea-dcfc918368e7,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
cfe738c4-0765-4fcf-a1d3-4c1136925826,0.13.10,3b92b824-3626-47be-b971-a37f09c71b47
79c30712-ae9c-4924-b750-e3a1a512de7d,0.14.0,9a18e19b-649d-4395-9b4e-05c8ccac2beb
e407a6ff-5505-44a6-af47-9f1ad4fed929,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
d07972d9-7507-4199-b368-1c916d646957,0.13.12,bd52124c-fc3a-412e-bedc-63a5fda3fbac
683e433a-c022-458c-8e12-cb6eceb0f4d1,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
0082b71c-80ec-46eb-b1f5-1e172a9d0b42,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
beee4ea5-a245-46ec-a3d9-2aa3035b666f,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
380dda53-2165-4bea-9140-cee315f18555,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
fbaffeb1-fb76-4d7b-b619-6d47f0e1ee93,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
e0a8d0a8-b506-4de8-8d79-3d42fa3d9ab9,0.14.0rc3,95638e69-5a42-44f9-9520-b587d4d8e353
d7b82f00-1926-43ea-a887-9e19e85a96fd,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
f89a2959-6c90-4d4b-9803-588944e32a09,0.13.13,1ef2a94f-033a-4a9b-acd9-0889286b36ee
9d69edc4-f4a4-477c-9914-59993f413156,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
76c7aea6-dd76-40d4-b254-e068c7a1a157,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
49bcefcf-7721-49ba-b1fb-166c675389c2,0.13.12,160c0588-6a64-47be-b472-1599061290b1
683d0ccc-ee9c-4069-aa42-1d38d95227ae,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
6aaa339b-6001-4bd5-8ca1-5273c98c4e0e,0.13.1,3504230e-bc77-43fd-89b5-66a04e9f9669
781c2f50-b8d5-4725-b252-3fbd4a327cda,0.13.10,548cf35d-4d58-4a4a-8a20-6a54104a0f9b
64d3e6d4-9182-4762-b257-46e43d451732,0.13.4rc1,95638e69-5a42-44f9-9520-b587d4d8e353
268a7f6f-fa3d-4519-a2ff-c71523a21444,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
6073baeb-7b66-4c63-bdae-91291211bc86,0.13.13,fb48f5f1-6a88-4024-8933-0e00b8e2b90c
a98d1e21-385a-4b26-acf0-8b60bdaaed8b,0.13.13,28ab62cb-324e-4afe-8b49-ee7d6d53b70b
bb3c8a5c-c99e-478a-bdda-c030bfa0ee45,0.13.5rc0,0330827c-3c06-4165-805b-23de5765e50b
1a61b4b1-9fba-4bb7-905c-d2723e1701ec,0.13.10,85821c15-0304-4750-80a9-ccda7023c7ad
81717482-51f4-4ffa-8ad0-94f21a2ac8a2,0.14.1,f5ea22ac-66d2-442d-a767-ae0b7358261b
555d8126-447b-4cb3-bebb-fb8130d3481c,0.13.13,87ac89f1-e719-4acc-9a1d-0f2c80c781bd
9a23eefb-30b5-46b4-8f7e-7c6ffeabbba7,0.13.6,5677231d-da1e-422b-8631-1d9162a8c7e3
ce87508e-6a0b-4b59-b250-a73803878476,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
ebb5343f-541c-4d22-9290-0071ef4ab302,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
913e441c-da3a-4910-ac25-f1239eb5c842,0.14.0rc3,95638e69-5a42-44f9-9520-b587d4d8e353
8dc35996-342c-4abe-84df-9ef81b5bf619,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
868e9d47-22f1-48ca-990f-7ee1defad2f2,0.13.13,a1eea049-29b2-4d33-b0bc-96e65b193050
76c922d3-9ce5-40a7-8254-807c121512a6,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
397c76dc-ef7a-420e-9505-a8bf9f610f58,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
6fc45e67-ef8f-441f-9277-52335782552d,0.13.10,e16cb7f9-6bd2-4469-b064-20cc1fd2b1f0
14e4b049-db19-4573-9d7f-ce43be145873,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
8e5dac4e-8f4a-4e12-9de2-39337491c3a9,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
39436878-ceff-4ee2-8de8-0ad04c331676,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
93786d9b-74f6-4c30-afd5-b962e4a4d8dc,0.13.13,fb48f5f1-6a88-4024-8933-0e00b8e2b90c
9832b586-85a8-4b7e-9513-224102ada9ac,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
3b578db2-fc79-4747-823f-4a97f0f94cf1,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
b61e75e1-1388-4a7f-abb7-589e7c4abe60,0.13.13,58375238-b88c-4319-89f0-3d2ace5a1832
51f6a532-044c-4f32-b816-2c399a1b1a80,0.14.0rc3,0d9bb966-c547-4d6b-b8cb-e79ab76323de
0a13796a-8056-4f52-9c65-93050fcaabf2,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
d207fcb9-5086-4191-8de5-5cba02dab55d,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
1d001343-d24a-4533-81ed-45fb4d90695a,0.13.13,cf96c64a-6617-4d6b-a0d0-b36804de7a3c
c681985c-ae1a-4a71-868b-e27ef76c2303,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
abd93e4e-1262-46ac-817c-e1a1ccec0d1b,0.13.5rc0,0330827c-3c06-4165-805b-23de5765e50b
33b6ea31-41b1-44e0-957a-d8a496c6a2db,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
6141a958-d83a-4138-8e06-133a1bea4835,0.13.13,1ef2a94f-033a-4a9b-acd9-0889286b36ee
9b102a4d-502a-423e-8d74-12d1d9a5eeb1,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
59cb1960-e992-4361-b50e-d75e0694ce2b,0.13.11,301a5073-0fbf-4c90-b687-140bbe319123
8968d42a-d430-4525-8381-4977a9bcc4d9,0.13.10,e16cb7f9-6bd2-4469-b064-20cc1fd2b1f0
e02afd55-7f2d-4662-ada1-6053697ad03f,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
af56b196-4294-4f5b-82bc-d888b45f23c0,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
a5b467e7-637f-44db-bc90-3fcb0702cf87,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
7278364f-0889-4783-8fd3-b03693a21ae9,0.13.6,5677231d-da1e-422b-8631-1d9162a8c7e3
c00434f9-a0ee-4e72-98ee-b3bfd8f9aaa9,0.14.0rc3,95638e69-5a42-44f9-9520-b587d4d8e353
1ca684b5-6071-4d6d-80bc-ed884f07fa1a,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
bda26701-6422-4594-b9fe-736457f6abd6,0.13.13,fb48f5f1-6a88-4024-8933-0e00b8e2b90c
b3ce3c83-2ad8-4745-8803-9c4923a88bc0,0.13.8,90b37aea-7c08-4b11-8063-967d4eb56338
0f551578-5308-47df-bfdf-7ce36fac0ea1,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
601f5a48-4089-4100-860f-809d67ca1425,0.13.13,1ef2a94f-033a-4a9b-acd9-0889286b36ee
d59fe7aa-3344-4215-b245-a3b42a84e2c0,0.13.6,5677231d-da1e-422b-8631-1d9162a8c7e3
4ff12b29-cab6-4c6f-9896-4d3ab5f38c1a,0.14.0rc2,9ddb0d04-a559-4c62-9bac-72f3f7e487c1
e3ae2525-71f1-4af8-a824-2d5a65befc7c,0.13.0,3504230e-bc77-43fd-89b5-66a04e9f9669
7bf611b5-9d8b-47e2-adca-c049ca31520c,0.14.0rc3,95638e69-5a42-44f9-9520-b587d4d8e353
3a8b2f0e-93da-4853-9331-0f9895927f3b,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
22cbec07-8099-4ff7-ab3a-d3dadc3b8abe,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
7b0ca959-47bd-40a6-8661-dea546710071,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
74bf8965-c508-4d91-b280-5b28ec6bae74,0.14.0rc3,95638e69-5a42-44f9-9520-b587d4d8e353
3646b457-9ff0-4308-9ea6-e5b25411b417,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
2971dabb-c257-49da-941b-ae5fcd2da258,0.13.8,90b37aea-7c08-4b11-8063-967d4eb56338
0d1db44c-10f0-4b29-a0e7-3d466a41d05c,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
441ba150-4103-4456-9c89-2cde17c0bdbe,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
c6d19cae-181c-412f-a5d7-fe0caa8b2517,0.13.5rc0,0330827c-3c06-4165-805b-23de5765e50b
da8a260d-19fa-4216-b0b5-823ed5b2a0bf,0.13.13,d4879caf-58ce-4f8f-9a22-4bc6bb158126
10980f41-1140-4a75-8727-596f2a4f902e,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
5c3171a4-4541-4c45-8c42-93da3a336133,0.13.8,a976beda-adf2-4fa7-8176-d9ad1f70126d
a77d6a96-3125-4fd9-b30a-a39a9943ed4a,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
aff7fdf8-b9d7-4a1c-803c-b96c0accb738,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
c3c68bc7-0373-494b-8a4f-7721759ca8e9,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
f5458954-8a01-4eb4-a9a0-44528bdab15f,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
b77f383f-0ab6-4d34-a513-a5ed313a48d8,0.13.13,fb48f5f1-6a88-4024-8933-0e00b8e2b90c
3ea937c6-cd57-4285-85da-402a4ac9cb2c,0.13.1,3504230e-bc77-43fd-89b5-66a04e9f9669
0beb1470-e4e9-434d-97ea-5b2d0cd4a127,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
1857f56c-e144-4bfc-b64e-d001d840e0a5,0.13.13,3504230e-bc77-43fd-89b5-66a04e9f9669
5624f89d-22e8-44e3-8cd1-106fc46c6c57,0.12.3,b883f659-44a3-45ad-8679-68d6b3a9f0e2
06d9dd12-e527-4904-b8fe-eabd0f426a0c,0.13.13,1ef2a94f-033a-4a9b-acd9-0889286b36ee
cbd93e79-08d0-48c2-93ba-89749a17d5f5,0.13.5rc0,0330827c-3c06-4165-805b-23de5765e50b
9bd2c31b-70eb-4675-a4a0-b93345c5cf63,0.13.8,9a355e07-7cb0-493a-b344-036bdca825fd
439b137f-23b7-468d-8a19-6b553ed7734a,0.13.12,0abc9a2b-be01-439e-b80f-566f80220966
