user_id,tick_day
bcff135a-b918-4359-9906-bb1cb47bc2da,2020-11-24
bdadb1a6-c04e-45ed-8b75-1b21979ebea5,2020-11-24
bdcfc7fd-932d-4da3-865f-e23ec3b738c0,2020-11-24
c018235f-dbb0-4fce-9bf2-f3c2b855d9ee,2020-11-24
c18a04e2-74f7-4ba6-8e9d-611ca46a4e46,2020-11-24
c631c97c-7023-425b-9e06-e251fcdc2d8f,2020-11-24
cce8882c-ac93-467d-bf87-0ea291385390,2020-11-24
ccf4be10-056c-4be1-bb39-d2376209c126,2020-11-24
d3c51d92-f66b-44bc-aca7-5204063eeb5f,2020-11-24
d651a0cd-9c7f-4926-bb4c-a99dde13e936,2020-11-24
d68a5052-7e1e-4183-b7a1-8f35590a7e8f,2020-11-24
d726649e-e630-4194-9c24-7f503c957f53,2020-11-24
d7edacd4-c297-44b0-b0db-82e14eb381fb,2020-11-24
d8319298-cf99-4bf3-8f96-5c0bbb9314d6,2020-11-24
dc23028e-9aca-4444-82dd-f8d7e528e420,2020-11-24
dc795674-beee-4052-8144-56d4615bd60b,2020-11-24
dd4abe48-6805-49e0-8a34-b35bb4532e3c,2020-11-24
e290c840-cbf9-411e-9e1d-a9ae09d4ce0b,2020-11-24
e7ed285e-f2b6-4450-9b7a-d090be28f004,2020-11-24
eaa00521-1a61-407f-833f-ef90f2526db3,2020-11-24
ec97a763-e1ac-46f7-8636-e58d96d22843,2020-11-24
f67f6a76-51cd-43dc-8e2d-4f32c290aa37,2020-11-24
014d2ee9-06c1-42c8-bf0b-e01514f36d13,2020-11-25
0bb168af-afa0-449d-bdf0-a29f84d1a66f,2020-11-25
0ede7e51-eb45-40a1-a3b3-ea8c4ed8be9c,2020-11-25
1269a8dd-8c38-42b4-907b-f3d03443d646,2020-11-25
1350a102-e179-472b-8328-12e16df1877e,2020-11-25
1713ec43-47a0-44fa-9d9e-7fb00ab82684,2020-11-25
187bc369-3a5e-4004-a931-355d87eaae7f,2020-11-25
1b928f54-8c4b-4a4c-8074-e5b52983876a,2020-11-25
28ad5666-2426-4d18-bf27-d853e5a954bb,2020-11-25
2b9b2787-c366-4e01-a3a8-483f4d6a11dd,2020-11-25
2e4e272b-e150-4f67-b8cc-7bc6a4729a93,2020-11-25
311a4dfd-335b-4b3a-9c65-304010846997,2020-11-25
36383352-4cab-4888-a2ff-ff40e55a33ad,2020-11-25
3a09a2d8-d1f6-4bf5-bb6d-aa3fb06cc698,2020-11-25
45d3397a-f7c5-4b50-a2ec-ee44f5f38508,2020-11-25
499510fd-c195-4aa6-9300-9eff358b6554,2020-11-25
503ae63b-af1f-4af7-bee4-c7f58bd79c93,2020-11-25
564cb4c9-26a2-41ef-ab14-62848a279fb4,2020-11-25
5677231d-da1e-422b-8631-1d9162a8c7e3,2020-11-25
5dc1b2ab-63f8-4b75-89bf-74c82a120f70,2020-11-25
612e5683-0263-479f-870d-9dccbb2ceac5,2020-11-25
6f1d285a-6dac-4e76-b568-be2141eee97a,2020-11-25
7481565b-8bea-4d44-bf90-b37240f7bad4,2020-11-25
7ba94691-0fb9-4e9f-9053-9726c92e6384,2020-11-25
7c4e3b1d-57ca-444d-8357-8afe758a29ae,2020-11-25
83fa53d1-24c0-4f33-8434-1b9f9ed00d13,2020-11-25
844366ee-946a-46b1-aff3-0810f94dc3e9,2020-11-25
90b37aea-7c08-4b11-8063-967d4eb56338,2020-11-25
9188a630-b178-47d0-a244-683a6103fad2,2020-11-25
9283d63b-337d-4181-b95b-49cdccea723a,2020-11-25
994692d7-a7fe-483a-916e-42326d8a27ed,2020-11-25
99cca142-7186-4869-a22b-fba70a5788bc,2020-11-25
9a355e07-7cb0-493a-b344-036bdca825fd,2020-11-25
9cc37ba8-9e9b-46b9-bba2-08071f6bc5e0,2020-11-25
a2c7e8f4-91ed-4235-88ce-ea7a01de3e0f,2020-11-25
a2ec520b-a893-4eaa-9230-2ce608ce1b56,2020-11-25
a83cb09a-df33-48bb-909f-e559e1a9a612,2020-11-25
a976beda-adf2-4fa7-8176-d9ad1f70126d,2020-11-25
aafa7528-413d-4bd0-bc2f-28ff95924f8a,2020-11-25
ae782dce-6b95-406b-90c5-0dfa81d6b587,2020-11-25
b1c33709-bcda-4e77-ab01-4532e3eb04c0,2020-11-25
bcff135a-b918-4359-9906-bb1cb47bc2da,2020-11-25
bdcfc7fd-932d-4da3-865f-e23ec3b738c0,2020-11-25
c018235f-dbb0-4fce-9bf2-f3c2b855d9ee,2020-11-25
c18a04e2-74f7-4ba6-8e9d-611ca46a4e46,2020-11-25
c631c97c-7023-425b-9e06-e251fcdc2d8f,2020-11-25
cce8882c-ac93-467d-bf87-0ea291385390,2020-11-25
ccf4be10-056c-4be1-bb39-d2376209c126,2020-11-25
d3c51d92-f66b-44bc-aca7-5204063eeb5f,2020-11-25
d68a5052-7e1e-4183-b7a1-8f35590a7e8f,2020-11-25
d7edacd4-c297-44b0-b0db-82e14eb381fb,2020-11-25
dc23028e-9aca-4444-82dd-f8d7e528e420,2020-11-25
dc795674-beee-4052-8144-56d4615bd60b,2020-11-25
dd4abe48-6805-49e0-8a34-b35bb4532e3c,2020-11-25
e7ed285e-f2b6-4450-9b7a-d090be28f004,2020-11-25
ec97a763-e1ac-46f7-8636-e58d96d22843,2020-11-25
f67f6a76-51cd-43dc-8e2d-4f32c290aa37,2020-11-25
014d2ee9-06c1-42c8-bf0b-e01514f36d13,2020-11-26
0bb168af-afa0-449d-bdf0-a29f84d1a66f,2020-11-26
0ede7e51-eb45-40a1-a3b3-ea8c4ed8be9c,2020-11-26
0f885a76-5cbe-45aa-8af5-7c0a62f93a8a,2020-11-26
1350a102-e179-472b-8328-12e16df1877e,2020-11-26
1713ec43-47a0-44fa-9d9e-7fb00ab82684,2020-11-26
17816eda-69f4-46c3-9387-e88d6e9be6f5,2020-11-26
187bc369-3a5e-4004-a931-355d87eaae7f,2020-11-26
1b928f54-8c4b-4a4c-8074-e5b52983876a,2020-11-26
28ad5666-2426-4d18-bf27-d853e5a954bb,2020-11-26
2b9b2787-c366-4e01-a3a8-483f4d6a11dd,2020-11-26
2d78c7ec-6973-474b-86a3-2b732cc507f3,2020-11-26
2e4e272b-e150-4f67-b8cc-7bc6a4729a93,2020-11-26
311a4dfd-335b-4b3a-9c65-304010846997,2020-11-26
37c1d747-169b-4ab2-9839-1e4cdb7acebf,2020-11-26
3a09a2d8-d1f6-4bf5-bb6d-aa3fb06cc698,2020-11-26
45d3397a-f7c5-4b50-a2ec-ee44f5f38508,2020-11-26
499510fd-c195-4aa6-9300-9eff358b6554,2020-11-26
503ae63b-af1f-4af7-bee4-c7f58bd79c93,2020-11-26
564cb4c9-26a2-41ef-ab14-62848a279fb4,2020-11-26
5677231d-da1e-422b-8631-1d9162a8c7e3,2020-11-26
5dc1b2ab-63f8-4b75-89bf-74c82a120f70,2020-11-26
612e5683-0263-479f-870d-9dccbb2ceac5,2020-11-26
6c97a65a-0b6d-48f8-a46d-39aeb6f66ad9,2020-11-26
6d6b0035-171b-4e01-a475-2b670e920536,2020-11-26
6e0c554e-1cdd-46c2-957b-153e47d81651,2020-11-26
6f1d285a-6dac-4e76-b568-be2141eee97a,2020-11-26
7481565b-8bea-4d44-bf90-b37240f7bad4,2020-11-26
7ba94691-0fb9-4e9f-9053-9726c92e6384,2020-11-26
7c4e3b1d-57ca-444d-8357-8afe758a29ae,2020-11-26
83fa53d1-24c0-4f33-8434-1b9f9ed00d13,2020-11-26
844366ee-946a-46b1-aff3-0810f94dc3e9,2020-11-26
8ad1fc2f-9390-4c35-be94-7ae221b65435,2020-11-26
90b37aea-7c08-4b11-8063-967d4eb56338,2020-11-26
9188a630-b178-47d0-a244-683a6103fad2,2020-11-26
994692d7-a7fe-483a-916e-42326d8a27ed,2020-11-26
99cca142-7186-4869-a22b-fba70a5788bc,2020-11-26
9a355e07-7cb0-493a-b344-036bdca825fd,2020-11-26
9cc37ba8-9e9b-46b9-bba2-08071f6bc5e0,2020-11-26
a2ec520b-a893-4eaa-9230-2ce608ce1b56,2020-11-26
a83cb09a-df33-48bb-909f-e559e1a9a612,2020-11-26
a976beda-adf2-4fa7-8176-d9ad1f70126d,2020-11-26
ae782dce-6b95-406b-90c5-0dfa81d6b587,2020-11-26
b1c33709-bcda-4e77-ab01-4532e3eb04c0,2020-11-26
b883f659-44a3-45ad-8679-68d6b3a9f0e2,2020-11-26
bcff135a-b918-4359-9906-bb1cb47bc2da,2020-11-26
bdadb1a6-c04e-45ed-8b75-1b21979ebea5,2020-11-26
bdcfc7fd-932d-4da3-865f-e23ec3b738c0,2020-11-26
c018235f-dbb0-4fce-9bf2-f3c2b855d9ee,2020-11-26
c18a04e2-74f7-4ba6-8e9d-611ca46a4e46,2020-11-26
c631c97c-7023-425b-9e06-e251fcdc2d8f,2020-11-26
cce8882c-ac93-467d-bf87-0ea291385390,2020-11-26
ccf4be10-056c-4be1-bb39-d2376209c126,2020-11-26
d3c51d92-f66b-44bc-aca7-5204063eeb5f,2020-11-26
d68a5052-7e1e-4183-b7a1-8f35590a7e8f,2020-11-26
d7edacd4-c297-44b0-b0db-82e14eb381fb,2020-11-26
dc23028e-9aca-4444-82dd-f8d7e528e420,2020-11-26
dd4abe48-6805-49e0-8a34-b35bb4532e3c,2020-11-26
e7ed285e-f2b6-4450-9b7a-d090be28f004,2020-11-26
f67f6a76-51cd-43dc-8e2d-4f32c290aa37,2020-11-26
014d2ee9-06c1-42c8-bf0b-e01514f36d13,2020-11-27
0bb168af-afa0-449d-bdf0-a29f84d1a66f,2020-11-27
0ede7e51-eb45-40a1-a3b3-ea8c4ed8be9c,2020-11-27
0f885a76-5cbe-45aa-8af5-7c0a62f93a8a,2020-11-27
1350a102-e179-472b-8328-12e16df1877e,2020-11-27
1713ec43-47a0-44fa-9d9e-7fb00ab82684,2020-11-27
17816eda-69f4-46c3-9387-e88d6e9be6f5,2020-11-27
187bc369-3a5e-4004-a931-355d87eaae7f,2020-11-27
1b928f54-8c4b-4a4c-8074-e5b52983876a,2020-11-27
28ad5666-2426-4d18-bf27-d853e5a954bb,2020-11-27
2b9b2787-c366-4e01-a3a8-483f4d6a11dd,2020-11-27
2e4e272b-e150-4f67-b8cc-7bc6a4729a93,2020-11-27
311a4dfd-335b-4b3a-9c65-304010846997,2020-11-27
36383352-4cab-4888-a2ff-ff40e55a33ad,2020-11-27
37c1d747-169b-4ab2-9839-1e4cdb7acebf,2020-11-27
3a09a2d8-d1f6-4bf5-bb6d-aa3fb06cc698,2020-11-27
45d3397a-f7c5-4b50-a2ec-ee44f5f38508,2020-11-27
499510fd-c195-4aa6-9300-9eff358b6554,2020-11-27
503ae63b-af1f-4af7-bee4-c7f58bd79c93,2020-11-27
564cb4c9-26a2-41ef-ab14-62848a279fb4,2020-11-27
5677231d-da1e-422b-8631-1d9162a8c7e3,2020-11-27
612e5683-0263-479f-870d-9dccbb2ceac5,2020-11-27
6c97a65a-0b6d-48f8-a46d-39aeb6f66ad9,2020-11-27
6d6b0035-171b-4e01-a475-2b670e920536,2020-11-27
6f1d285a-6dac-4e76-b568-be2141eee97a,2020-11-27
7481565b-8bea-4d44-bf90-b37240f7bad4,2020-11-27
7ba94691-0fb9-4e9f-9053-9726c92e6384,2020-11-27
7c4e3b1d-57ca-444d-8357-8afe758a29ae,2020-11-27
83fa53d1-24c0-4f33-8434-1b9f9ed00d13,2020-11-27
844366ee-946a-46b1-aff3-0810f94dc3e9,2020-11-27
90b37aea-7c08-4b11-8063-967d4eb56338,2020-11-27
9188a630-b178-47d0-a244-683a6103fad2,2020-11-27
994692d7-a7fe-483a-916e-42326d8a27ed,2020-11-27
99cca142-7186-4869-a22b-fba70a5788bc,2020-11-27
9a355e07-7cb0-493a-b344-036bdca825fd,2020-11-27
9cc37ba8-9e9b-46b9-bba2-08071f6bc5e0,2020-11-27
a2ec520b-a893-4eaa-9230-2ce608ce1b56,2020-11-27
a83cb09a-df33-48bb-909f-e559e1a9a612,2020-11-27
a976beda-adf2-4fa7-8176-d9ad1f70126d,2020-11-27
ae782dce-6b95-406b-90c5-0dfa81d6b587,2020-11-27
b1c33709-bcda-4e77-ab01-4532e3eb04c0,2020-11-27
bcff135a-b918-4359-9906-bb1cb47bc2da,2020-11-27
bdadb1a6-c04e-45ed-8b75-1b21979ebea5,2020-11-27
bdcfc7fd-932d-4da3-865f-e23ec3b738c0,2020-11-27
c018235f-dbb0-4fce-9bf2-f3c2b855d9ee,2020-11-27
c18a04e2-74f7-4ba6-8e9d-611ca46a4e46,2020-11-27
c631c97c-7023-425b-9e06-e251fcdc2d8f,2020-11-27
cce8882c-ac93-467d-bf87-0ea291385390,2020-11-27
ccf4be10-056c-4be1-bb39-d2376209c126,2020-11-27
d3c51d92-f66b-44bc-aca7-5204063eeb5f,2020-11-27
d68a5052-7e1e-4183-b7a1-8f35590a7e8f,2020-11-27
d7edacd4-c297-44b0-b0db-82e14eb381fb,2020-11-27
dc23028e-9aca-4444-82dd-f8d7e528e420,2020-11-27
dd4abe48-6805-49e0-8a34-b35bb4532e3c,2020-11-27
e7ed285e-f2b6-4450-9b7a-d090be28f004,2020-11-27
f12f5132-8171-4d01-af57-9f58f0e241a0,2020-11-27
f67f6a76-51cd-43dc-8e2d-4f32c290aa37,2020-11-27
014d2ee9-06c1-42c8-bf0b-e01514f36d13,2020-11-28
0bb168af-afa0-449d-bdf0-a29f84d1a66f,2020-11-28
0ede7e51-eb45-40a1-a3b3-ea8c4ed8be9c,2020-11-28
1350a102-e179-472b-8328-12e16df1877e,2020-11-28
1713ec43-47a0-44fa-9d9e-7fb00ab82684,2020-11-28
17816eda-69f4-46c3-9387-e88d6e9be6f5,2020-11-28
187bc369-3a5e-4004-a931-355d87eaae7f,2020-11-28
1b928f54-8c4b-4a4c-8074-e5b52983876a,2020-11-28
28ad5666-2426-4d18-bf27-d853e5a954bb,2020-11-28
2b9b2787-c366-4e01-a3a8-483f4d6a11dd,2020-11-28
2e4e272b-e150-4f67-b8cc-7bc6a4729a93,2020-11-28
311a4dfd-335b-4b3a-9c65-304010846997,2020-11-28
36383352-4cab-4888-a2ff-ff40e55a33ad,2020-11-28
37c1d747-169b-4ab2-9839-1e4cdb7acebf,2020-11-28
3a09a2d8-d1f6-4bf5-bb6d-aa3fb06cc698,2020-11-28
45d3397a-f7c5-4b50-a2ec-ee44f5f38508,2020-11-28
499510fd-c195-4aa6-9300-9eff358b6554,2020-11-28
503ae63b-af1f-4af7-bee4-c7f58bd79c93,2020-11-28
564cb4c9-26a2-41ef-ab14-62848a279fb4,2020-11-28
5677231d-da1e-422b-8631-1d9162a8c7e3,2020-11-28
5dc1b2ab-63f8-4b75-89bf-74c82a120f70,2020-11-28
612e5683-0263-479f-870d-9dccbb2ceac5,2020-11-28
6c97a65a-0b6d-48f8-a46d-39aeb6f66ad9,2020-11-28
6d6b0035-171b-4e01-a475-2b670e920536,2020-11-28
6f1d285a-6dac-4e76-b568-be2141eee97a,2020-11-28
7481565b-8bea-4d44-bf90-b37240f7bad4,2020-11-28
7ba94691-0fb9-4e9f-9053-9726c92e6384,2020-11-28
7c4e3b1d-57ca-444d-8357-8afe758a29ae,2020-11-28
83fa53d1-24c0-4f33-8434-1b9f9ed00d13,2020-11-28
844366ee-946a-46b1-aff3-0810f94dc3e9,2020-11-28
90b37aea-7c08-4b11-8063-967d4eb56338,2020-11-28
9188a630-b178-47d0-a244-683a6103fad2,2020-11-28
994692d7-a7fe-483a-916e-42326d8a27ed,2020-11-28
9a355e07-7cb0-493a-b344-036bdca825fd,2020-11-28
9cc37ba8-9e9b-46b9-bba2-08071f6bc5e0,2020-11-28
a2ec520b-a893-4eaa-9230-2ce608ce1b56,2020-11-28
a83cb09a-df33-48bb-909f-e559e1a9a612,2020-11-28
a976beda-adf2-4fa7-8176-d9ad1f70126d,2020-11-28
b1c33709-bcda-4e77-ab01-4532e3eb04c0,2020-11-28
bcff135a-b918-4359-9906-bb1cb47bc2da,2020-11-28
bdcfc7fd-932d-4da3-865f-e23ec3b738c0,2020-11-28
c018235f-dbb0-4fce-9bf2-f3c2b855d9ee,2020-11-28
c18a04e2-74f7-4ba6-8e9d-611ca46a4e46,2020-11-28
c631c97c-7023-425b-9e06-e251fcdc2d8f,2020-11-28
cce8882c-ac93-467d-bf87-0ea291385390,2020-11-28
ccf4be10-056c-4be1-bb39-d2376209c126,2020-11-28
d3c51d92-f66b-44bc-aca7-5204063eeb5f,2020-11-28
d68a5052-7e1e-4183-b7a1-8f35590a7e8f,2020-11-28
d7edacd4-c297-44b0-b0db-82e14eb381fb,2020-11-28
dc23028e-9aca-4444-82dd-f8d7e528e420,2020-11-28
dd4abe48-6805-49e0-8a34-b35bb4532e3c,2020-11-28
e7ed285e-f2b6-4450-9b7a-d090be28f004,2020-11-28
f67f6a76-51cd-43dc-8e2d-4f32c290aa37,2020-11-28
014d2ee9-06c1-42c8-bf0b-e01514f36d13,2020-11-29
0bb168af-afa0-449d-bdf0-a29f84d1a66f,2020-11-29
0ede7e51-eb45-40a1-a3b3-ea8c4ed8be9c,2020-11-29
1350a102-e179-472b-8328-12e16df1877e,2020-11-29
1713ec43-47a0-44fa-9d9e-7fb00ab82684,2020-11-29
17816eda-69f4-46c3-9387-e88d6e9be6f5,2020-11-29
187bc369-3a5e-4004-a931-355d87eaae7f,2020-11-29
1b928f54-8c4b-4a4c-8074-e5b52983876a,2020-11-29
278841d6-d62b-4b59-94e8-9f9e60b4877d,2020-11-29
28ad5666-2426-4d18-bf27-d853e5a954bb,2020-11-29
2b72564e-0b7f-4a83-aabb-57ba3d07648c,2020-11-29
2b9b2787-c366-4e01-a3a8-483f4d6a11dd,2020-11-29
2e4e272b-e150-4f67-b8cc-7bc6a4729a93,2020-11-29
311a4dfd-335b-4b3a-9c65-304010846997,2020-11-29
3a09a2d8-d1f6-4bf5-bb6d-aa3fb06cc698,2020-11-29
45d3397a-f7c5-4b50-a2ec-ee44f5f38508,2020-11-29
499510fd-c195-4aa6-9300-9eff358b6554,2020-11-29
503ae63b-af1f-4af7-bee4-c7f58bd79c93,2020-11-29
564cb4c9-26a2-41ef-ab14-62848a279fb4,2020-11-29
5677231d-da1e-422b-8631-1d9162a8c7e3,2020-11-29
5dc1b2ab-63f8-4b75-89bf-74c82a120f70,2020-11-29
612e5683-0263-479f-870d-9dccbb2ceac5,2020-11-29
6c97a65a-0b6d-48f8-a46d-39aeb6f66ad9,2020-11-29
6d6b0035-171b-4e01-a475-2b670e920536,2020-11-29
6e0c554e-1cdd-46c2-957b-153e47d81651,2020-11-29
6f1d285a-6dac-4e76-b568-be2141eee97a,2020-11-29
7481565b-8bea-4d44-bf90-b37240f7bad4,2020-11-29
7ba94691-0fb9-4e9f-9053-9726c92e6384,2020-11-29
7c4e3b1d-57ca-444d-8357-8afe758a29ae,2020-11-29
81faf4b6-6e8c-44c5-b9b0-b6da9eb579b0,2020-11-29
83fa53d1-24c0-4f33-8434-1b9f9ed00d13,2020-11-29
844366ee-946a-46b1-aff3-0810f94dc3e9,2020-11-29
8967cd26-34a5-4793-b3c4-ff862d08cc5d,2020-11-29
90b37aea-7c08-4b11-8063-967d4eb56338,2020-11-29
9188a630-b178-47d0-a244-683a6103fad2,2020-11-29
994692d7-a7fe-483a-916e-42326d8a27ed,2020-11-29
9a355e07-7cb0-493a-b344-036bdca825fd,2020-11-29
9cc37ba8-9e9b-46b9-bba2-08071f6bc5e0,2020-11-29
a035b414-a0ae-4f56-8a93-003b2325bdc9,2020-11-29
a2ec520b-a893-4eaa-9230-2ce608ce1b56,2020-11-29
a83cb09a-df33-48bb-909f-e559e1a9a612,2020-11-29
a976beda-adf2-4fa7-8176-d9ad1f70126d,2020-11-29
b1c33709-bcda-4e77-ab01-4532e3eb04c0,2020-11-29
bcff135a-b918-4359-9906-bb1cb47bc2da,2020-11-29
bdcfc7fd-932d-4da3-865f-e23ec3b738c0,2020-11-29
c018235f-dbb0-4fce-9bf2-f3c2b855d9ee,2020-11-29
c18a04e2-74f7-4ba6-8e9d-611ca46a4e46,2020-11-29
c631c97c-7023-425b-9e06-e251fcdc2d8f,2020-11-29
cce8882c-ac93-467d-bf87-0ea291385390,2020-11-29
ccf4be10-056c-4be1-bb39-d2376209c126,2020-11-29
d3c51d92-f66b-44bc-aca7-5204063eeb5f,2020-11-29
d68a5052-7e1e-4183-b7a1-8f35590a7e8f,2020-11-29
d7edacd4-c297-44b0-b0db-82e14eb381fb,2020-11-29
dc23028e-9aca-4444-82dd-f8d7e528e420,2020-11-29
dd4abe48-6805-49e0-8a34-b35bb4532e3c,2020-11-29
e7ed285e-f2b6-4450-9b7a-d090be28f004,2020-11-29
f12f5132-8171-4d01-af57-9f58f0e241a0,2020-11-29
f661cd4e-b90c-4db2-a12a-f1c43ddc96b1,2020-11-29
f67f6a76-51cd-43dc-8e2d-4f32c290aa37,2020-11-29
014d2ee9-06c1-42c8-bf0b-e01514f36d13,2020-11-30
0bb168af-afa0-449d-bdf0-a29f84d1a66f,2020-11-30
0ede7e51-eb45-40a1-a3b3-ea8c4ed8be9c,2020-11-30
0f885a76-5cbe-45aa-8af5-7c0a62f93a8a,2020-11-30
1350a102-e179-472b-8328-12e16df1877e,2020-11-30
1713ec43-47a0-44fa-9d9e-7fb00ab82684,2020-11-30
17816eda-69f4-46c3-9387-e88d6e9be6f5,2020-11-30
187bc369-3a5e-4004-a931-355d87eaae7f,2020-11-30
1b928f54-8c4b-4a4c-8074-e5b52983876a,2020-11-30
28ad5666-2426-4d18-bf27-d853e5a954bb,2020-11-30
2b9b2787-c366-4e01-a3a8-483f4d6a11dd,2020-11-30
2e4e272b-e150-4f67-b8cc-7bc6a4729a93,2020-11-30
311a4dfd-335b-4b3a-9c65-304010846997,2020-11-30
3a09a2d8-d1f6-4bf5-bb6d-aa3fb06cc698,2020-11-30
3ca79b97-966f-4f19-a569-73b1201732be,2020-11-30
45d3397a-f7c5-4b50-a2ec-ee44f5f38508,2020-11-30
499510fd-c195-4aa6-9300-9eff358b6554,2020-11-30
503ae63b-af1f-4af7-bee4-c7f58bd79c93,2020-11-30
564cb4c9-26a2-41ef-ab14-62848a279fb4,2020-11-30
5677231d-da1e-422b-8631-1d9162a8c7e3,2020-11-30
612e5683-0263-479f-870d-9dccbb2ceac5,2020-11-30
6c97a65a-0b6d-48f8-a46d-39aeb6f66ad9,2020-11-30
6d6b0035-171b-4e01-a475-2b670e920536,2020-11-30
6e0c554e-1cdd-46c2-957b-153e47d81651,2020-11-30
6f1d285a-6dac-4e76-b568-be2141eee97a,2020-11-30
7481565b-8bea-4d44-bf90-b37240f7bad4,2020-11-30
7ba94691-0fb9-4e9f-9053-9726c92e6384,2020-11-30
7c4e3b1d-57ca-444d-8357-8afe758a29ae,2020-11-30
83fa53d1-24c0-4f33-8434-1b9f9ed00d13,2020-11-30
844366ee-946a-46b1-aff3-0810f94dc3e9,2020-11-30
90b37aea-7c08-4b11-8063-967d4eb56338,2020-11-30
9188a630-b178-47d0-a244-683a6103fad2,2020-11-30
994692d7-a7fe-483a-916e-42326d8a27ed,2020-11-30
99cca142-7186-4869-a22b-fba70a5788bc,2020-11-30
9a355e07-7cb0-493a-b344-036bdca825fd,2020-11-30
9cc37ba8-9e9b-46b9-bba2-08071f6bc5e0,2020-11-30
a035b414-a0ae-4f56-8a93-003b2325bdc9,2020-11-30
a2ec520b-a893-4eaa-9230-2ce608ce1b56,2020-11-30
a83cb09a-df33-48bb-909f-e559e1a9a612,2020-11-30
a976beda-adf2-4fa7-8176-d9ad1f70126d,2020-11-30
ae782dce-6b95-406b-90c5-0dfa81d6b587,2020-11-30
b1c33709-bcda-4e77-ab01-4532e3eb04c0,2020-11-30
b4ccd586-9fc5-480e-90ad-82da3e5bec31,2020-11-30
b883f659-44a3-45ad-8679-68d6b3a9f0e2,2020-11-30
bcff135a-b918-4359-9906-bb1cb47bc2da,2020-11-30
bdcfc7fd-932d-4da3-865f-e23ec3b738c0,2020-11-30
c018235f-dbb0-4fce-9bf2-f3c2b855d9ee,2020-11-30
c18a04e2-74f7-4ba6-8e9d-611ca46a4e46,2020-11-30
c631c97c-7023-425b-9e06-e251fcdc2d8f,2020-11-30
cce8882c-ac93-467d-bf87-0ea291385390,2020-11-30
ccf4be10-056c-4be1-bb39-d2376209c126,2020-11-30
d3c51d92-f66b-44bc-aca7-5204063eeb5f,2020-11-30
d68a5052-7e1e-4183-b7a1-8f35590a7e8f,2020-11-30
d7edacd4-c297-44b0-b0db-82e14eb381fb,2020-11-30
dc23028e-9aca-4444-82dd-f8d7e528e420,2020-11-30
dd4abe48-6805-49e0-8a34-b35bb4532e3c,2020-11-30
e7ed285e-f2b6-4450-9b7a-d090be28f004,2020-11-30
f661cd4e-b90c-4db2-a12a-f1c43ddc96b1,2020-11-30
f67f6a76-51cd-43dc-8e2d-4f32c290aa37,2020-11-30
014d2ee9-06c1-42c8-bf0b-e01514f36d13,2020-12-01
0bb168af-afa0-449d-bdf0-a29f84d1a66f,2020-12-01
0ede7e51-eb45-40a1-a3b3-ea8c4ed8be9c,2020-12-01
