context_library_name,context_library_version,go_version,id,loaded_at,master_id,master_version,original_timestamp,received_at,sent_at,timestamp,user_id,uuid_ts,resource_manager_type
analytics-go,3.0.0,go1.15.6,0198b24e-ea61-4272-89a2-ce90345c6e0a,2021-02-10 19:46:07.875708 UTC,073d563e-94f0-4ad3-b9c8-daac148a3f14,0.13.12,2021-02-10 10:45:17.323645 UTC,2021-02-10 10:45:23.071 UTC,2021-02-10 10:45:22 UTC,2021-02-10 10:45:18.070 UTC,e7cce9bc-9a0b-4d24-9c0b-e197b7d596f6,2021-02-10 19:46:07.875708 UTC,agentsRM
analytics-go,3.0.0,go1.13.15,5925842c-4134-4bff-8eec-84dd5a4d2540,2021-02-14 19:46:08.378911 UTC,2bc743cf-a62f-4a9e-9321-90a4bdf4ef5c,0.13.9,2021-02-14 01:14:22.200638 UTC,2021-02-14 09:14:29.413 UTC,2021-02-14 09:14:24 UTC,2021-02-14 09:14:24.411 UTC,f12f5132-8171-4d01-af57-9f58f0e241a0,2021-02-14 19:46:08.378911 UTC,agentsRM
analytics-go,3.0.0,go1.15.8,77bd2a35-939b-4986-bbdb-db4736bd71dc,2021-02-12 07:46:06.668170 UTC,0992e841-9224-4069-975a-e74b5c2091f8,0.14.1,2021-02-12 00:23:36.620144 UTC,2021-02-12 00:22:45.033 UTC,2021-02-12 00:22:40 UTC,2021-02-12 00:22:40.033 UTC,258b0d29-ab27-4d96-bfe1-9215e1ff98ec,2021-02-12 07:46:06.668170 UTC,agentsRM
analytics-go,3.0.0,go1.15.8,f3c12d93-0f00-4a17-b307-6ea5ae716fe2,2021-02-08 19:46:07.363413 UTC,dc1d767e-f11e-4a4d-be2f-1a9e1369a615,0.14.0,2021-02-08 17:04:48.119737 UTC,2021-02-08 17:04:53.702 UTC,2021-02-08 17:04:53 UTC,2021-02-08 17:04:48.701 UTC,d081b483-b870-46d9-bb41-94a1e23bc5bf,2021-02-08 19:46:07.363413 UTC,agentsRM
analytics-go,3.0.0,go1.15.7,6d5f3567-92f2-4522-8900-88f7043a7bb3,2021-02-11 19:46:06.612661 UTC,1677d15a-8f0e-41ce-8a00-1932fbaf511b,0.13.13,2021-02-11 10:26:46.854871 UTC,2021-02-11 10:26:52.648 UTC,2021-02-11 10:26:51 UTC,2021-02-11 10:26:47.646 UTC,71393a16-2981-4d88-8bc4-38e5901964d9,2021-02-11 19:46:06.612661 UTC,agentsRM
analytics-go,3.0.0,go1.15.8,a29df4b1-e12b-4a6e-ab66-89b899e581e3,2021-02-09 19:46:09.007321 UTC,6ec824fa-34d1-43e1-a4b0-ec1a15e6e504,0.14.0,2021-02-09 14:50:03.000040 UTC,2021-02-09 14:50:08.494 UTC,2021-02-09 14:50:08 UTC,2021-02-09 14:50:03.489 UTC,2a7cbf34-0ab8-4194-948d-078960d1ee52,2021-02-09 19:46:09.007321 UTC,agentsRM
analytics-go,3.0.0,go1.15.8,5ae4b9b6-6828-4fc1-9a81-84ac56623b00,2021-02-11 19:46:06.612661 UTC,c3634eba-bdd5-4f91-8e1e-168b258a2940,0.14.0,2021-02-11 16:35:18.144559 UTC,2021-02-11 16:35:23.660 UTC,2021-02-11 16:35:23 UTC,2021-02-11 16:35:18.629 UTC,2a7cbf34-0ab8-4194-948d-078960d1ee52,2021-02-11 19:46:06.612661 UTC,agentsRM
analytics-go,3.0.0,go1.13.15,fa1a2994-8f23-49f2-867d-90bf12ea8544,2021-02-12 07:46:06.668170 UTC,2d56111c-834d-4a05-ba2c-64e556d84069,0.13.10,2021-02-11 20:28:55.451278 UTC,2021-02-11 20:29:01.352 UTC,2021-02-11 20:29:00 UTC,2021-02-11 20:28:56.351 UTC,014d2ee9-06c1-42c8-bf0b-e01514f36d13,2021-02-12 07:46:06.668170 UTC,agentsRM
analytics-go,3.0.0,go1.13.15,a800e2c6-02f9-4ebb-8d70-38f99f79e540,2021-02-13 07:46:09.126140 UTC,99bcb914-185e-45a2-9d45-e649c70285fe,0.13.7,2021-02-13 01:19:39.624532 UTC,2021-02-13 01:19:45.593 UTC,2021-02-13 01:19:44 UTC,2021-02-13 01:19:40.592 UTC,edfc9c22-3375-4571-98c3-0eeca7cb5a43,2021-02-13 07:46:09.126140 UTC,agentsRM
analytics-go,3.0.0,go1.15.7,7554b3e6-1b8d-4684-912c-0edcaddfb2d9,2021-02-11 19:46:06.612661 UTC,43d3246c-6d9c-40cd-92c6-aa842f0dd8e2,0.13.13,2021-02-11 14:26:38.391942 UTC,2021-02-11 14:26:48.098 UTC,2021-02-11 14:26:43 UTC,2021-02-11 14:26:43.096 UTC,71393a16-2981-4d88-8bc4-38e5901964d9,2021-02-11 19:46:06.612661 UTC,agentsRM
